5.353375077247619629e-01,3.981964588165283203e-01,5.778422355651855469e-01,7.360375523567199707e-01,6.117143034934997559e-01,5.399039983749389648e-01,3.602711260318756104e-01,6.342124342918395996e-01,4.051764309406280518e-01,7.461751699447631836e-01,3.185204565525054932e-01,8.803827762603759766e-01,6.307298541069030762e-01,2.674511969089508057e-01,4.812538921833038330e-01
5.357558727264404297e-01,3.822624385356903076e-01,5.870953798294067383e-01,7.335836887359619141e-01,6.133621931076049805e-01,5.429368615150451660e-01,3.804363012313842773e-01,6.526833772659301758e-01,4.018016755580902100e-01,7.422720193862915039e-01,3.185887932777404785e-01,8.739559054374694824e-01,6.518234610557556152e-01,2.833429574966430664e-01,4.707074165344238281e-01
5.418717265129089355e-01,3.883319795131683350e-01,5.771018862724304199e-01,7.341347336769104004e-01,6.205391883850097656e-01,5.400611162185668945e-01,3.692308962345123291e-01,6.431681513786315918e-01,3.988327085971832275e-01,7.460142970085144043e-01,3.229997456073760986e-01,8.772097229957580566e-01,6.381925940513610840e-01,2.818099856376647949e-01,4.708816409111022949e-01
5.430905818939208984e-01,3.872799575328826904e-01,5.896789431571960449e-01,7.371961474418640137e-01,6.184543371200561523e-01,5.408591628074645996e-01,3.676902055740356445e-01,6.453702449798583984e-01,4.056905508041381836e-01,7.543175220489501953e-01,3.256635665893554688e-01,8.709998726844787598e-01,6.410596370697021484e-01,2.738702297210693359e-01,4.739109873771667480e-01
5.734622478485107422e-01,3.792103230953216553e-01,3.732218444347381592e-01,7.801337242126464844e-01,6.751453280448913574e-01,5.664517283439636230e-01,2.689823210239410400e-01,5.518883466720581055e-01,4.270632863044738770e-01,7.177543640136718750e-01,1.343173980712890625e-01,8.090815544128417969e-01,5.043075084686279297e-01,4.459160938858985901e-02,3.506812155246734619e-01
5.801976919174194336e-01,3.853516280651092529e-01,4.054458141326904297e-01,7.778381109237670898e-01,6.726847887039184570e-01,5.506917834281921387e-01,2.765229642391204834e-01,5.609558820724487305e-01,4.343876242637634277e-01,7.172617316246032715e-01,1.327653080224990845e-01,8.016604781150817871e-01,5.042985081672668457e-01,5.267558991909027100e-02,3.766785562038421631e-01
5.736004114151000977e-01,3.503429591655731201e-01,4.495973587036132812e-01,7.937905192375183105e-01,6.743850708007812500e-01,5.572008490562438965e-01,2.617557048797607422e-01,5.489037632942199707e-01,4.318225383758544922e-01,6.980710029602050781e-01,1.176658496260643005e-01,7.490363121032714844e-01,4.883151948451995850e-01,6.622461974620819092e-02,3.836036622524261475e-01
5.740044713020324707e-01,3.646725714206695557e-01,4.449374973773956299e-01,7.825617790222167969e-01,6.701503992080688477e-01,5.581305623054504395e-01,2.637229561805725098e-01,5.662698149681091309e-01,4.274886250495910645e-01,6.965820789337158203e-01,1.272734999656677246e-01,7.728853225708007812e-01,4.924804270267486572e-01,6.332620978355407715e-02,4.052495956420898438e-01
5.821387767791748047e-01,3.424975574016571045e-01,4.471786320209503174e-01,7.561708688735961914e-01,6.753025650978088379e-01,5.351766347885131836e-01,3.485265374183654785e-01,6.168569326400756836e-01,4.189646244049072266e-01,7.134250402450561523e-01,2.892124652862548828e-01,8.851140141487121582e-01,5.516508817672729492e-01,2.291204631328582764e-01,3.971433639526367188e-01
5.728486776351928711e-01,3.335088491439819336e-01,4.498244524002075195e-01,7.494854331016540527e-01,6.718227267265319824e-01,5.463235378265380859e-01,3.512026369571685791e-01,6.254318952560424805e-01,4.162482619285583496e-01,7.163498401641845703e-01,2.833569645881652832e-01,8.724632859230041504e-01,5.587829947471618652e-01,2.198317348957061768e-01,4.075800478458404541e-01
