2.911441922187805176e-01,5.524849295616149902e-01,4.523772001266479492e-01,6.341627836227416992e-01,5.696148276329040527e-01,6.133612394332885742e-01,5.859060287475585938e-01,3.323649466037750244e-01,2.669235169887542725e-01,5.954197645187377930e-01,4.300633072853088379e-01,3.233407735824584961e-01,7.598668336868286133e-01,5.319101810455322266e-01,4.496614933013916016e-01,3.242481648921966553e-01,5.293430685997009277e-01,7.109730839729309082e-01,2.878359556198120117e-01,6.178912520408630371e-01
3.076791167259216309e-01,5.667014718055725098e-01,4.703679680824279785e-01,6.449961662292480469e-01,5.764439702033996582e-01,6.350466012954711914e-01,5.966743826866149902e-01,3.272780776023864746e-01,2.870823740959167480e-01,5.707967281341552734e-01,4.094644784927368164e-01,3.138843178749084473e-01,7.582595944404602051e-01,5.320722460746765137e-01,4.484823942184448242e-01,3.290474414825439453e-01,5.378960967063903809e-01,7.358238101005554199e-01,3.046821653842926025e-01,6.297329664230346680e-01
3.024083673954010010e-01,5.615314841270446777e-01,4.573246538639068604e-01,6.392166018486022949e-01,5.834449529647827148e-01,6.243989467620849609e-01,5.797856450080871582e-01,3.351354002952575684e-01,2.658233046531677246e-01,5.963796973228454590e-01,4.277848899364471436e-01,3.302843570709228516e-01,7.633444070816040039e-01,5.275211334228515625e-01,4.322551190853118896e-01,3.326503336429595947e-01,5.473627448081970215e-01,7.139596343040466309e-01,2.993461787700653076e-01,6.283129453659057617e-01
2.957800924777984619e-01,5.527374148368835449e-01,4.691186547279357910e-01,6.419197320938110352e-01,5.857644677162170410e-01,6.270220875740051270e-01,5.759956240653991699e-01,3.276828229427337646e-01,2.696554958820343018e-01,5.925208330154418945e-01,4.253139495849609375e-01,3.182185590267181396e-01,7.702004313468933105e-01,5.244171023368835449e-01,4.302523136138916016e-01,3.259945213794708252e-01,5.460093021392822266e-01,7.083548307418823242e-01,3.116413652896881104e-01,6.154320836067199707e-01
2.531298100948333740e-01,5.725041627883911133e-01,3.766945898532867432e-01,5.357201695442199707e-01,5.636003613471984863e-01,4.941429197788238525e-01,7.178729176521301270e-01,2.737725377082824707e-01,1.168214678764343262e-01,5.420878529548645020e-01,4.369238615036010742e-01,1.298686563968658447e-01,7.102144956588745117e-01,5.024644136428833008e-01,4.041317999362945557e-01,2.009153515100479126e-01,3.854989111423492432e-01,8.241173624992370605e-01,1.594213098287582397e-01,5.681942701339721680e-01
2.423987537622451782e-01,5.573853254318237305e-01,3.785600364208221436e-01,5.376926064491271973e-01,5.658425688743591309e-01,4.739362895488739014e-01,6.988595128059387207e-01,2.736827433109283447e-01,1.018336787819862366e-01,5.923101305961608887e-01,4.469980299472808838e-01,1.340562403202056885e-01,7.095064520835876465e-01,5.074318051338195801e-01,3.865752518177032471e-01,2.156836390495300293e-01,3.945840597152709961e-01,8.129653930664062500e-01,1.597205251455307007e-01,5.666474103927612305e-01
2.213108986616134644e-01,5.850418210029602051e-01,3.762578964233398438e-01,5.039690136909484863e-01,5.474477410316467285e-01,4.368337392807006836e-01,6.853109598159790039e-01,2.636165916919708252e-01,7.273770868778228760e-02,6.224071383476257324e-01,4.620081782341003418e-01,1.521209329366683960e-01,7.052343487739562988e-01,5.015370845794677734e-01,3.373836278915405273e-01,2.232266664505004883e-01,3.891072869300842285e-01,7.953378558158874512e-01,1.734513342380523682e-01,5.935205221176147461e-01
2.134612500667572021e-01,5.759783983230590820e-01,3.746783435344696045e-01,5.158286690711975098e-01,5.560087561607360840e-01,4.602478444576263428e-01,6.864759922027587891e-01,2.621987760066986084e-01,1.036015599966049194e-01,6.261976957321166992e-01,4.489480555057525635e-01,1.585745066404342651e-01,7.054976820945739746e-01,5.021837949752807617e-01,3.367822766304016113e-01,2.307777404785156250e-01,3.834002017974853516e-01,7.780891656875610352e-01,1.770641952753067017e-01,5.724207162857055664e-01
3.016928434371948242e-01,5.891175866127014160e-01,3.848083317279815674e-01,6.005138754844665527e-01,6.467607021331787109e-01,6.183053851127624512e-01,5.951654911041259766e-01,3.205745220184326172e-01,2.180846035480499268e-01,5.367324948310852051e-01,3.965257704257965088e-01,2.585876882076263428e-01,7.704639434814453125e-01,4.547033011913299561e-01,3.050905764102935791e-01,2.996579110622406006e-01,5.368278622627258301e-01,7.486652135848999023e-01,2.809470891952514648e-01,5.664516091346740723e-01
2.864513099193572998e-01,6.063153147697448730e-01,3.945240974426269531e-01,6.011079549789428711e-01,6.344993710517883301e-01,6.078914999961853027e-01,6.035006642341613770e-01,3.215612769126892090e-01,2.278085350990295410e-01,5.517356395721435547e-01,4.000722169876098633e-01,2.489088624715805054e-01,7.748824357986450195e-01,4.619581401348114014e-01,3.130369484424591064e-01,3.026787340641021729e-01,5.273553133010864258e-01,7.371931672096252441e-01,2.842527031898498535e-01,5.805760025978088379e-01
2.960615158081054688e-01,5.687029957771301270e-01,3.765830099582672119e-01,5.996660590171813965e-01,5.769636631011962891e-01,6.074854135513305664e-01,6.201777458190917969e-01,3.409245312213897705e-01,2.025801539421081543e-01,4.995398521423339844e-01,4.024308621883392334e-01,2.141689658164978027e-01,7.861561775207519531e-01,4.900293052196502686e-01,4.246702492237091064e-01,2.462062984704971313e-01,5.182140469551086426e-01,7.560797929763793945e-01,2.639087736606597900e-01,6.066865324974060059e-01
