7.091791629791259766e-01,5.486636757850646973e-01,4.501988589763641357e-01,4.229158163070678711e-01,4.189532399177551270e-01,4.597474038600921631e-01,5.426891446113586426e-01,6.374293565750122070e-01,3.840557038784027100e-01,2.140273898839950562e-01,3.009668290615081787e-01,5.421240329742431641e-01,4.113373756408691406e-01,4.417589008808135986e-01,3.438476622104644775e-01,2.525381147861480713e-01,4.630095362663269043e-01,3.221979439258575439e-01,6.128485202789306641e-01,5.939444899559020996e-01,4.114639163017272949e-01,3.881709873676300049e-01,7.395859956741333008e-01,4.487099945545196533e-01,3.816193044185638428e-01
7.184751629829406738e-01,5.676484107971191406e-01,4.411765038967132568e-01,4.179250299930572510e-01,4.166955947875976562e-01,4.597295820713043213e-01,5.512779355049133301e-01,6.385336518287658691e-01,3.920121192932128906e-01,2.117453664541244507e-01,2.891716361045837402e-01,5.222017168998718262e-01,4.076582193374633789e-01,4.520503580570220947e-01,3.410903215408325195e-01,2.676446437835693359e-01,4.716091454029083252e-01,3.196008205413818359e-01,6.169660687446594238e-01,5.940129756927490234e-01,4.197948276996612549e-01,3.836129009723663330e-01,7.350285649299621582e-01,4.650121927261352539e-01,3.624362647533416748e-01
7.111935615539550781e-01,5.651982426643371582e-01,4.431503713130950928e-01,4.207512140274047852e-01,4.130478799343109131e-01,4.559977948665618896e-01,5.457805395126342773e-01,6.364229917526245117e-01,3.866907656192779541e-01,2.102101594209671021e-01,2.955172359943389893e-01,5.374903082847595215e-01,4.108007848262786865e-01,4.431711733341217041e-01,3.401697278022766113e-01,2.654863595962524414e-01,4.757955670356750488e-01,3.211892843246459961e-01,6.161713600158691406e-01,5.914601087570190430e-01,4.254387021064758301e-01,3.816627562046051025e-01,7.329429388046264648e-01,4.593224227428436279e-01,3.664612174034118652e-01
7.180441617965698242e-01,5.500033497810363770e-01,4.508496820926666260e-01,4.165457785129547119e-01,4.071025848388671875e-01,4.568407535552978516e-01,5.377870202064514160e-01,6.411731839179992676e-01,3.960507214069366455e-01,2.261576652526855469e-01,3.060674071311950684e-01,5.414972901344299316e-01,4.037725627422332764e-01,4.415208101272583008e-01,3.443443477153778076e-01,2.602671980857849121e-01,4.734231829643249512e-01,3.312154114246368408e-01,6.116363406181335449e-01,5.958236455917358398e-01,4.208339750766754150e-01,3.802025020122528076e-01,7.223833799362182617e-01,4.554003477096557617e-01,3.657596707344055176e-01
8.690488934516906738e-01,5.416271090507507324e-01,4.415763616561889648e-01,3.867133259773254395e-01,4.364034533500671387e-01,4.241903722286224365e-01,6.831759810447692871e-01,6.402416229248046875e-01,3.657079041004180908e-01,1.269574612379074097e-01,2.850247323513031006e-01,5.115318894386291504e-01,4.679886102676391602e-01,3.392300307750701904e-01,2.567593753337860107e-01,3.654481470584869385e-02,3.541443645954132080e-01,2.299723029136657715e-01,6.776662468910217285e-01,6.925933361053466797e-01,3.231731355190277100e-01,4.729205071926116943e-01,9.774376153945922852e-01,3.219475150108337402e-01,4.555064141750335693e-01
8.511976003646850586e-01,5.389856696128845215e-01,4.415946006774902344e-01,4.036499857902526855e-01,4.173597991466522217e-01,4.227427840232849121e-01,6.825244426727294922e-01,6.432978510856628418e-01,3.691329360008239746e-01,1.275687515735626221e-01,2.767322063446044922e-01,5.154802203178405762e-01,4.564292430877685547e-01,3.507259786128997803e-01,2.575240433216094971e-01,3.500819951295852661e-02,3.550319373607635498e-01,2.537419497966766357e-01,6.711022257804870605e-01,6.883521080017089844e-01,3.312945067882537842e-01,4.527321457862854004e-01,9.726786017417907715e-01,3.336796462535858154e-01,4.319076240062713623e-01
8.548393845558166504e-01,5.355185270309448242e-01,4.443605244159698486e-01,4.234599471092224121e-01,4.078578650951385498e-01,4.385945200920104980e-01,7.036719918251037598e-01,6.077715754508972168e-01,3.864164650440216064e-01,1.306212842464447021e-01,3.009560108184814453e-01,5.409973263740539551e-01,4.659462273120880127e-01,3.540894091129302979e-01,2.534426450729370117e-01,7.009108550846576691e-03,3.401943147182464600e-01,2.618971765041351318e-01,6.632117629051208496e-01,6.920672655105590820e-01,2.898423969745635986e-01,4.540075957775115967e-01,9.789666533470153809e-01,3.607313036918640137e-01,4.092029035091400146e-01
8.518189191818237305e-01,5.423016548156738281e-01,4.424145221710205078e-01,4.139637649059295654e-01,3.942530453205108643e-01,4.349277615547180176e-01,6.901471018791198730e-01,6.384760737419128418e-01,3.849991261959075928e-01,1.431601196527481079e-01,2.775461971759796143e-01,5.368731021881103516e-01,4.598980844020843506e-01,3.631621003150939941e-01,2.476736456155776978e-01,2.612075582146644592e-02,3.462089002132415771e-01,2.655800879001617432e-01,6.686008572578430176e-01,6.813771724700927734e-01,3.249254524707794189e-01,4.487857818603515625e-01,9.571424722671508789e-01,3.421788215637207031e-01,4.164954423904418945e-01
8.151279091835021973e-01,5.505592823028564453e-01,4.421923458576202393e-01,3.998918831348419189e-01,4.069238603115081787e-01,4.406775534152984619e-01,5.417142510414123535e-01,6.416031718254089355e-01,4.238225817680358887e-01,1.801687926054000854e-01,3.533214032649993896e-01,5.375103354454040527e-01,3.919684588909149170e-01,3.615871071815490723e-01,2.646268904209136963e-01,1.997615247964859009e-01,4.606170356273651123e-01,2.642314434051513672e-01,6.585690975189208984e-01,6.314053535461425781e-01,4.348138570785522461e-01,3.806087076663970947e-01,7.923735976219177246e-01,4.240633249282836914e-01,3.905350863933563232e-01
8.089393377304077148e-01,5.497764945030212402e-01,4.371944069862365723e-01,4.056160449981689453e-01,3.942338526248931885e-01,4.398540854454040527e-01,5.496613383293151855e-01,6.395239830017089844e-01,4.139721989631652832e-01,1.899493634700775146e-01,3.470173180103302002e-01,5.252653360366821289e-01,3.920088112354278564e-01,3.655721247196197510e-01,2.613519728183746338e-01,1.986408084630966187e-01,4.575740993022918701e-01,2.608110606670379639e-01,6.548094749450683594e-01,6.263031363487243652e-01,4.338014721870422363e-01,3.843052089214324951e-01,7.888506650924682617e-01,4.327459633350372314e-01,3.820267319679260254e-01
