8.135703802108764648e-01,4.036776125431060791e-01,5.689682364463806152e-01,2.037143558263778687e-01,5.791718959808349609e-01,6.651271581649780273e-01,2.206374406814575195e-01,6.969061493873596191e-01,6.210355162620544434e-01,4.839299917221069336e-01
8.109278082847595215e-01,3.895981311798095703e-01,5.648833513259887695e-01,2.007839530706405640e-01,5.947298407554626465e-01,6.555338501930236816e-01,2.274954020977020264e-01,6.920398473739624023e-01,6.095489859580993652e-01,4.658933877944946289e-01
8.101691603660583496e-01,3.911337554454803467e-01,5.631937384605407715e-01,2.054965943098068237e-01,5.884136557579040527e-01,6.639567613601684570e-01,2.218852043151855469e-01,6.952307820320129395e-01,6.107000708580017090e-01,4.717369675636291504e-01
8.143108487129211426e-01,3.988562524318695068e-01,5.618605613708496094e-01,2.075826525688171387e-01,5.836374759674072266e-01,6.620537638664245605e-01,2.191396653652191162e-01,6.961580514907836914e-01,6.154006123542785645e-01,4.706825911998748779e-01
8.961656093597412109e-01,5.283784866333007812e-01,6.628711223602294922e-01,5.808268487453460693e-02,5.880314707756042480e-01,8.037130236625671387e-01,1.131461039185523987e-01,6.733732223510742188e-01,5.962929725646972656e-01,6.352556347846984863e-01
9.040851593017578125e-01,5.219240188598632812e-01,6.589258909225463867e-01,5.572091788053512573e-02,5.793086290359497070e-01,8.006015419960021973e-01,1.111715510487556458e-01,6.657258272171020508e-01,6.052414774894714355e-01,6.419097185134887695e-01
8.971037864685058594e-01,5.055122375488281250e-01,6.590740084648132324e-01,5.301701277494430542e-02,5.962275266647338867e-01,8.247404694557189941e-01,1.105298921465873718e-01,6.296193599700927734e-01,6.122407317161560059e-01,6.438613533973693848e-01
9.090195894241333008e-01,5.081019401550292969e-01,6.580241918563842773e-01,6.335480511188507080e-02,5.868565440177917480e-01,8.050366640090942383e-01,1.105640977621078491e-01,6.505104899406433105e-01,6.128479838371276855e-01,6.360226273536682129e-01
8.297227025032043457e-01,4.109758734703063965e-01,6.147845387458801270e-01,1.742259562015533447e-01,6.633015871047973633e-01,7.103335857391357422e-01,1.780987083911895752e-01,6.877295374870300293e-01,5.792435407638549805e-01,4.928351044654846191e-01
8.343337178230285645e-01,4.066562652587890625e-01,6.115458011627197266e-01,1.811237186193466187e-01,6.612230539321899414e-01,7.061516642570495605e-01,1.772278398275375366e-01,6.870607733726501465e-01,5.791810750961303711e-01,4.926962852478027344e-01
8.270469307899475098e-01,4.116049408912658691e-01,6.114129424095153809e-01,1.707537621259689331e-01,6.243520379066467285e-01,7.251770496368408203e-01,1.491606086492538452e-01,6.792445182800292969e-01,5.988739132881164551e-01,5.020574331283569336e-01
8.270499706268310547e-01,4.264209568500518799e-01,6.137780547142028809e-01,1.671404093503952026e-01,6.352173686027526855e-01,6.868531107902526855e-01,1.808012574911117554e-01,6.844764947891235352e-01,5.731027126312255859e-01,5.078130960464477539e-01
8.414341211318969727e-01,4.689731597900390625e-01,6.942565441131591797e-01,1.243304610252380371e-01,6.909303069114685059e-01,7.898092865943908691e-01,1.964617222547531128e-01,6.548637151718139648e-01,5.813149809837341309e-01,6.181057691574096680e-01
8.450147509574890137e-01,4.557607769966125488e-01,6.919391751289367676e-01,1.293414831161499023e-01,6.761143803596496582e-01,7.800969481468200684e-01,1.911644041538238525e-01,6.744402050971984863e-01,5.745065212249755859e-01,6.219858527183532715e-01
