5.394477844238281250e-01,5.620619058609008789e-01,5.564361810684204102e-01,5.604574680328369141e-01,3.864531219005584717e-01,4.907274842262268066e-01,6.294756531715393066e-01,7.748460173606872559e-01,6.312443614006042480e-01,5.623856186866760254e-01,6.585409641265869141e-01,5.171875953674316406e-01,6.773923635482788086e-01,6.387605667114257812e-01,2.889063656330108643e-01,5.531662702560424805e-01,3.071228265762329102e-01,4.400666356086730957e-01,6.586743593215942383e-01,4.759728610515594482e-01,5.577707290649414062e-01,4.757749438285827637e-01,5.339159369468688965e-01,4.962836802005767822e-01,4.877188801765441895e-01,4.992459714412689209e-01,6.951795220375061035e-01,3.071016371250152588e-01,2.067271023988723755e-01,6.882592439651489258e-01
5.427470207214355469e-01,5.652150511741638184e-01,5.425305366516113281e-01,5.581451654434204102e-01,3.984169065952301025e-01,4.938976466655731201e-01,6.343591809272766113e-01,7.933412790298461914e-01,6.191772818565368652e-01,5.574114918708801270e-01,6.701093316078186035e-01,5.329631567001342773e-01,6.648281812667846680e-01,6.574558019638061523e-01,2.864640653133392334e-01,5.462504625320434570e-01,3.048104047775268555e-01,4.533796906471252441e-01,6.594182848930358887e-01,4.730063378810882568e-01,5.649136900901794434e-01,4.988091886043548584e-01,5.215102434158325195e-01,5.145123600959777832e-01,4.992405176162719727e-01,4.810023903846740723e-01,7.024179100990295410e-01,3.169197440147399902e-01,2.094375491142272949e-01,6.947711706161499023e-01
5.439594984054565430e-01,5.538596510887145996e-01,5.588780641555786133e-01,5.537203550338745117e-01,3.970102965831756592e-01,4.894173741340637207e-01,6.268170475959777832e-01,7.886914610862731934e-01,6.271029114723205566e-01,5.656226873397827148e-01,6.630094051361083984e-01,5.242002010345458984e-01,6.750273108482360840e-01,6.421943306922912598e-01,2.913254201412200928e-01,5.466616153717041016e-01,2.990343272686004639e-01,4.483802318572998047e-01,6.579068303108215332e-01,4.725183546543121338e-01,5.660342574119567871e-01,4.842265248298645020e-01,5.150374770164489746e-01,5.018305182456970215e-01,4.890641272068023682e-01,4.879545867443084717e-01,6.979024410247802734e-01,3.169691264629364014e-01,2.088813483715057373e-01,6.901651024818420410e-01
5.444625616073608398e-01,5.566692352294921875e-01,5.530729889869689941e-01,5.580286383628845215e-01,3.900132477283477783e-01,4.845282435417175293e-01,6.260771751403808594e-01,7.902892231941223145e-01,6.214365959167480469e-01,5.653405189514160156e-01,6.601590514183044434e-01,5.208604931831359863e-01,6.718308329582214355e-01,6.376184225082397461e-01,2.916779220104217529e-01,5.527634024620056152e-01,3.041521608829498291e-01,4.488095939159393311e-01,6.601547002792358398e-01,4.672892689704895020e-01,5.639289617538452148e-01,4.827522933483123779e-01,5.235913991928100586e-01,5.057160854339599609e-01,4.901275038719177246e-01,4.876286983489990234e-01,7.002571225166320801e-01,3.128460645675659180e-01,2.117847502231597900e-01,6.933445930480957031e-01
4.328909218311309814e-01,6.373876929283142090e-01,6.245335936546325684e-01,5.282547473907470703e-01,2.862027287483215332e-01,5.025163292884826660e-01,6.127669215202331543e-01,7.119341492652893066e-01,6.418887972831726074e-01,6.414507627487182617e-01,6.934832930564880371e-01,4.743332862854003906e-01,6.450495719909667969e-01,7.746420502662658691e-01,2.646617591381072998e-01,5.868736505508422852e-01,2.768781185150146484e-01,4.780576229095458984e-01,7.301318645477294922e-01,4.975598454475402832e-01,5.689067840576171875e-01,2.892917096614837646e-01,5.924700498580932617e-01,5.731428265571594238e-01,5.268009901046752930e-01,5.888829231262207031e-01,5.659929513931274414e-01,2.175121605396270752e-01,7.367152720689773560e-02,7.749257683753967285e-01
4.277513623237609863e-01,6.160962581634521484e-01,6.090477705001831055e-01,5.285027027130126953e-01,2.820227444171905518e-01,5.071573853492736816e-01,6.008748412132263184e-01,7.221595644950866699e-01,6.400490999221801758e-01,6.367640495300292969e-01,6.990429759025573730e-01,4.476639330387115479e-01,6.570201516151428223e-01,7.718218564987182617e-01,2.825231552124023438e-01,5.786150097846984863e-01,2.873731255531311035e-01,4.896210432052612305e-01,7.301021814346313477e-01,4.894854426383972168e-01,5.656138658523559570e-01,2.813865244388580322e-01,5.996707677841186523e-01,5.915472507476806641e-01,5.368204712867736816e-01,5.811356902122497559e-01,5.776848793029785156e-01,2.049306929111480713e-01,7.374575734138488770e-02,7.725759744644165039e-01
3.865772485733032227e-01,6.457878351211547852e-01,6.161416172981262207e-01,5.255493521690368652e-01,2.809182107448577881e-01,5.158793926239013672e-01,6.048891544342041016e-01,6.981713771820068359e-01,6.720973253250122070e-01,5.983012318611145020e-01,6.750918030738830566e-01,4.516609609127044678e-01,6.353609561920166016e-01,7.729544639587402344e-01,2.730776667594909668e-01,5.824491381645202637e-01,2.769870162010192871e-01,4.799819290637969971e-01,7.401127219200134277e-01,4.945411384105682373e-01,5.823069214820861816e-01,2.487639933824539185e-01,5.877691507339477539e-01,5.889504551887512207e-01,5.336580276489257812e-01,5.678477287292480469e-01,5.738380551338195801e-01,1.988289505243301392e-01,6.328997761011123657e-02,7.918622493743896484e-01
4.112268388271331787e-01,6.333665847778320312e-01,6.181910634040832520e-01,5.308069586753845215e-01,2.857044637203216553e-01,5.150483846664428711e-01,6.072077751159667969e-01,7.100744247436523438e-01,6.702293157577514648e-01,6.000317931175231934e-01,6.945172548294067383e-01,4.387620389461517334e-01,6.497927904129028320e-01,7.623065114021301270e-01,2.746755182743072510e-01,5.652680993080139160e-01,2.796821892261505127e-01,4.824424088001251221e-01,7.475445270538330078e-01,4.846060872077941895e-01,5.803499817848205566e-01,2.758606374263763428e-01,5.914253592491149902e-01,5.786458849906921387e-01,5.307740569114685059e-01,5.714336633682250977e-01,5.725907683372497559e-01,1.957222670316696167e-01,7.753125578165054321e-02,7.711275815963745117e-01
5.317325592041015625e-01,5.296644568443298340e-01,5.504889488220214844e-01,5.613000988960266113e-01,3.498687446117401123e-01,4.876599907875061035e-01,5.904380679130554199e-01,7.847611904144287109e-01,6.297056078910827637e-01,6.106229424476623535e-01,7.295284271240234375e-01,5.219044089317321777e-01,7.116016149520874023e-01,6.755392551422119141e-01,3.078577220439910889e-01,5.757384896278381348e-01,3.202025592327117920e-01,5.025996565818786621e-01,6.992732882499694824e-01,4.627377092838287354e-01,5.798580646514892578e-01,3.736567497253417969e-01,5.173370242118835449e-01,5.282696485519409180e-01,5.157344341278076172e-01,5.215045809745788574e-01,6.296385526657104492e-01,3.070594668388366699e-01,1.472573131322860718e-01,6.777057647705078125e-01
5.355291962623596191e-01,5.387279391288757324e-01,5.497713088989257812e-01,5.659307837486267090e-01,3.599338233470916748e-01,4.891496896743774414e-01,6.001895070075988770e-01,7.856633067131042480e-01,6.288957595825195312e-01,6.043402552604675293e-01,7.267137765884399414e-01,5.234762430191040039e-01,7.124364376068115234e-01,6.803609132766723633e-01,3.107772469520568848e-01,5.692108273506164551e-01,3.134196400642395020e-01,5.071207284927368164e-01,7.043884396553039551e-01,4.580700695514678955e-01,5.829401612281799316e-01,3.845520317554473877e-01,5.141215324401855469e-01,5.384783148765563965e-01,5.087814331054687500e-01,5.240116119384765625e-01,6.276893615722656250e-01,3.055731952190399170e-01,1.550034582614898682e-01,6.869392395019531250e-01
