5.944067239761352539e-01,3.379325568675994873e-01
5.979664921760559082e-01,3.428364992141723633e-01
5.918377637863159180e-01,3.457018733024597168e-01
5.904883742332458496e-01,3.495769798755645752e-01
9.056509137153625488e-01,2.829287350177764893e-01
9.066031575202941895e-01,2.775198519229888916e-01
9.112076163291931152e-01,2.925858199596405029e-01
9.112695455551147461e-01,2.827183902263641357e-01
6.712010502815246582e-01,3.384363949298858643e-01
6.584362387657165527e-01,3.691274821758270264e-01
6.649571657180786133e-01,3.240308165550231934e-01
6.673522591590881348e-01,3.125723898410797119e-01
8.295872211456298828e-01,3.387457132339477539e-01
8.036603927612304688e-01,3.339420855045318604e-01
8.139621615409851074e-01,3.338718712329864502e-01
8.271325230598449707e-01,3.423716723918914795e-01
8.087262511253356934e-01,1.030930876731872559e-01
8.173784613609313965e-01,1.289214342832565308e-01
8.168236017227172852e-01,1.255923211574554443e-01
8.026849031448364258e-01,1.112815812230110168e-01
6.740591526031494141e-01,4.249411821365356445e-01
6.837356686592102051e-01,4.193092286586761475e-01
6.665313243865966797e-01,4.192437827587127686e-01
6.615768074989318848e-01,4.152186512947082520e-01
7.190330028533935547e-01,3.634913265705108643e-01
7.443630695343017578e-01,3.446513712406158447e-01
7.254381179809570312e-01,3.479574620723724365e-01
7.442538738250732422e-01,3.376191258430480957e-01
7.223166227340698242e-01,2.727437615394592285e-01
7.094796299934387207e-01,2.461503446102142334e-01
7.181674838066101074e-01,2.839129567146301270e-01
7.229421138763427734e-01,2.779938876628875732e-01
8.504839539527893066e-01,3.633145689964294434e-01
8.377416133880615234e-01,3.513530194759368896e-01
8.449647426605224609e-01,3.561403751373291016e-01
8.427866697311401367e-01,3.499366343021392822e-01
9.249106049537658691e-01,3.079383373260498047e-01
9.167781472206115723e-01,2.944220304489135742e-01
9.270945787429809570e-01,2.990769147872924805e-01
9.179947376251220703e-01,3.064050674438476562e-01
7.161774039268493652e-01,4.196954667568206787e-01
7.209474444389343262e-01,4.004184603691101074e-01
7.148771882057189941e-01,4.025266766548156738e-01
7.038098573684692383e-01,3.997020423412322998e-01
6.424019932746887207e-01,4.021593928337097168e-01
6.471391320228576660e-01,4.035460054874420166e-01
6.555799245834350586e-01,4.035053253173828125e-01
6.346666216850280762e-01,3.942152857780456543e-01
6.946365833282470703e-01,3.741242289543151855e-01
6.799044609069824219e-01,3.614521920680999756e-01
7.028141617774963379e-01,3.719647526741027832e-01
6.933349370956420898e-01,3.711619675159454346e-01
6.731168627738952637e-01,2.497832477092742920e-01
6.767477989196777344e-01,2.482562661170959473e-01
6.757858991622924805e-01,2.552564442157745361e-01
6.786304712295532227e-01,2.660362720489501953e-01
8.296559453010559082e-01,3.539000153541564941e-01
8.408096432685852051e-01,3.582040369510650635e-01
7.787944078445434570e-01,3.620398342609405518e-01
8.545576333999633789e-01,3.617049753665924072e-01
6.775134801864624023e-01,2.665089070796966553e-01
6.768905520439147949e-01,2.695730924606323242e-01
6.669707298278808594e-01,2.716351151466369629e-01
6.616569161415100098e-01,2.721158266067504883e-01
5.673218965530395508e-01,5.181681513786315918e-01
5.765247941017150879e-01,5.140786767005920410e-01
